日期,尖峰負載(MW),淨尖峰供電能力(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),isHoliday,isHoliday(Next7),Week
2016-11-29,27943,29785.0,1842.0,6.59,325.226,275.55,0,0,1.0
2016-11-30,28213,29805.0,1592.0,5.64,328.921,278.682,0,0,2.0
2016-12-01,27824,29808.0,1984.0,7.13,332.95099999999996,237.43900000000002,0,0,3.0
2016-12-02,27605,29752.0,2147.0,7.78,329.467,234.956,0,0,4.0
2016-12-03,25515,27440.0,1925.0,7.54,310.973,221.766,1,1,5.0
2016-12-04,24499,26559.0,2060.0,8.41,295.566,210.77900000000002,1,1,6.0
2016-12-05,28380,30163.0,1783.0,6.28,331.6,236.477,0,0,0.0
2016-12-06,27794,29935.0,2141.0,7.7,332.27099999999996,236.955,0,0,1.0
2016-12-07,28171,29093.0,922.0,3.27,334.161,238.303,0,0,2.0
2016-12-08,28084,29430.0,1346.0,4.79,334.344,238.43400000000003,0,0,3.0
2016-12-09,27724,28976.0,1252.0,4.52,332.06199999999995,236.80599999999998,0,0,4.0
2016-12-10,25247,27512.0,2265.0,8.97,308.85400000000004,220.255,1,1,5.0
2016-12-11,23981,25606.0,1625.0,6.78,289.309,206.317,1,1,6.0
2016-12-12,27900,29483.0,1583.0,5.68,325.517,232.138,0,0,0.0
2016-12-13,28007,29959.0,1952.0,6.97,335.04400000000004,238.93200000000002,0,0,1.0
2016-12-14,27559,29513.0,1954.0,7.09,330.42699999999996,235.64,0,0,2.0
2016-12-15,27360,29055.0,1695.0,6.2,326.54,232.868,0,0,3.0
2016-12-16,27210,29128.0,1918.0,7.05,323.305,230.56099999999998,0,0,4.0
2016-12-17,24962,26790.0,1828.0,7.32,304.634,217.24599999999998,1,1,5.0
2016-12-18,23833,25672.0,1839.0,7.72,286.801,204.528,1,1,6.0
2016-12-19,27951,29243.0,1292.0,4.63,324.35,231.30599999999998,0,0,0.0
2016-12-20,28840,29924.0,1084.0,3.76,341.12,243.266,0,0,1.0
2016-12-21,29092,30538.0,1446.0,4.97,345.42199999999997,246.334,0,0,2.0
2016-12-22,28358,30571.0,2213.0,7.8,340.657,242.93599999999998,0,0,3.0
2016-12-23,27363,29336.0,1973.0,7.21,330.02,235.34900000000002,0,0,4.0
2016-12-24,24821,26192.0,1371.0,5.52,303.733,216.604,1,1,5.0
2016-12-25,23973,25637.0,1664.0,6.94,288.593,205.80599999999998,1,1,6.0
2016-12-26,27045,28868.0,1823.0,6.74,316.791,225.916,0,1,0.0
2016-12-27,27504,29303.0,1799.0,6.54,324.877,231.68200000000002,0,0,1.0
2016-12-28,27376,29087.0,1711.0,6.25,324.686,231.546,0,0,2.0
2016-12-29,26945,29163.0,2218.0,8.23,320.135,228.301,0,0,3.0
2016-12-30,26374,28335.0,1961.0,7.44,315.613,225.075,0,0,4.0
2016-12-31,23897,25887.0,1990.0,8.33,290.524,207.183,1,1,5.0
2017-01-01,22886,24957.0,2071.0,9.05,268.503,196.229,1,1,6.0
2017-01-02,24483,26035.0,1552.0,6.34,280.534,205.02200000000002,1,0,0.0
2017-01-03,28131,29152.0,1021.0,3.63,320.449,234.19299999999998,0,0,1.0
2017-01-04,28485,29757.0,1272.0,4.47,329.62300000000005,240.898,0,0,2.0
2017-01-05,28336,30065.0,1729.0,6.1,330.13699999999994,241.273,0,0,3.0
2017-01-06,28002,29154.0,1152.0,4.12,330.589,241.60299999999998,0,0,4.0
2017-01-07,25600,27814.0,2214.0,8.65,306.51599999999996,224.01,1,1,5.0
2017-01-08,24133,25977.0,1844.0,7.64,283.998,207.554,1,1,6.0
2017-01-09,27670,29377.0,1707.0,6.17,315.17,230.335,0,0,0.0
2017-01-10,27787,29039.0,1252.0,4.51,322.524,235.71,0,0,1.0
2017-01-11,27992,29590.0,1598.0,5.71,325.791,238.09799999999998,0,0,2.0
2017-01-12,28186,29488.0,1302.0,4.62,329.116,240.52700000000002,0,0,3.0
2017-01-13,27161,29140.0,1979.0,7.29,325.652,237.99599999999998,0,0,4.0
2017-01-14,24726,26637.0,1911.0,7.73,297.082,217.11599999999999,1,1,5.0
2017-01-15,24156,25518.0,1362.0,5.64,281.04200000000003,205.394,1,1,6.0
2017-01-16,27370,28878.0,1508.0,5.51,314.013,229.489,0,0,0.0
2017-01-17,27768,29076.0,1308.0,4.71,325.097,237.59,0,0,1.0
2017-01-18,27768,29608.0,1840.0,6.63,327.192,239.12099999999998,0,0,2.0
2017-01-19,27768,30109.0,2341.0,8.43,327.98199999999997,239.69799999999998,0,0,3.0
2017-01-20,26889,29081.0,2192.0,8.15,322.404,235.62099999999998,0,1,4.0
2017-01-21,24905,26836.0,1931.0,7.75,299.903,219.178,1,1,5.0
2017-01-22,24230,25721.0,1491.0,6.15,282.438,206.41299999999998,1,1,6.0
2017-01-23,26943,28830.0,1887.0,7.0,313.07599999999996,228.804,0,1,0.0
2017-01-24,26779,28354.0,1575.0,5.88,320.29200000000003,234.078,0,1,1.0
2017-01-25,25905,28220.0,2315.0,8.94,310.395,226.84599999999998,0,1,2.0
2017-01-26,23012,25419.0,2407.0,10.46,283.805,207.412,0,0,3.0
2017-01-27,20214,22511.0,2297.0,11.36,243.423,177.9,1,0,4.0
2017-01-28,19672,22565.0,2893.0,14.71,230.95,168.78400000000002,1,1,5.0
2017-01-29,19906,22378.0,2472.0,12.42,233.093,170.35,1,1,6.0
2017-01-30,20118,22735.0,2617.0,13.01,237.237,173.37900000000002,1,0,0.0
2017-01-31,21188,23924.0,2736.0,12.91,244.93900000000002,179.00900000000001,1,0,1.0
2017-02-01,22191,25162.0,2971.0,13.39,258.806,189.535,1,0,2.0
2017-02-02,24722,27057.0,2335.0,9.45,289.089,211.71400000000003,0,0,3.0
2017-02-03,25592,27221.0,1629.0,6.37,304.543,223.03099999999998,0,0,4.0
2017-02-04,24355,26421.0,2066.0,8.49,293.56,214.988,1,1,5.0
2017-02-05,23414,26319.0,2905.0,12.41,278.986,204.31400000000002,1,1,6.0
2017-02-06,26414,29010.0,2596.0,9.83,310.075,227.082,0,0,0.0
2017-02-07,26899,28631.0,1732.0,6.44,320.057,234.392,0,0,1.0
2017-02-08,27120,28810.0,1690.0,6.23,324.007,237.285,0,0,2.0
2017-02-09,27088,28857.0,1769.0,6.53,323.31,236.775,0,0,3.0
2017-02-10,27086,29366.0,2280.0,8.42,324.35,237.53599999999997,0,0,4.0
2017-02-11,24557,27091.0,2534.0,10.32,301.272,220.636,1,0,5.0
2017-02-12,23991,26825.0,2834.0,11.81,285.43,209.03400000000002,1,1,6.0
2017-02-13,26862,28707.0,1845.0,6.87,316.656,231.90099999999998,0,0,0.0
2017-02-14,27193,29167.0,1974.0,7.26,325.03700000000003,238.04,0,0,1.0
2017-02-15,27232,29037.0,1805.0,6.63,324.778,237.85,0,0,2.0
2017-02-16,27174,29690.0,2516.0,9.26,324.481,237.63299999999998,0,0,3.0
2017-02-17,27241,29818.0,2577.0,9.46,327.078,239.53400000000002,0,0,4.0
2017-02-18,26165,28383.0,2218.0,8.48,319.23,233.787,0,1,5.0
2017-02-19,23850,25728.0,1878.0,7.88,286.855,210.078,1,1,6.0
2017-02-20,27718,29813.0,2095.0,7.56,322.494,236.17700000000002,0,1,0.0
2017-02-21,27762,29723.0,1961.0,7.06,331.285,242.61599999999999,0,1,1.0
2017-02-22,28295,30014.0,1719.0,6.07,336.296,246.285,0,0,2.0
2017-02-23,27527,29932.0,2405.0,8.74,333.496,244.235,0,0,3.0
2017-02-24,27141,29464.0,2323.0,8.56,328.736,240.748,0,0,4.0
2017-02-25,24638,26781.0,2143.0,8.7,303.27,222.09799999999998,1,1,5.0
2017-02-26,23343,25640.0,2297.0,9.84,282.442,206.845,1,1,6.0
2017-02-27,24078,25826.0,1748.0,7.26,286.652,209.929,1,0,0.0
2017-02-28,25022,26593.0,1571.0,6.28,297.16900000000004,217.63099999999997,1,0,1.0
2017-03-01,27261,29168.0,1907.0,7.0,319.972,214.205,0,0,2.0
2017-03-02,27074,29327.0,2253.0,8.32,322.782,216.08599999999998,0,0,3.0
2017-03-03,26914,28926.0,2012.0,7.47,323.603,216.635,0,0,4.0
2017-03-04,24746,26511.0,1765.0,7.13,301.165,201.614,1,1,5.0
2017-03-05,23990,26027.0,2037.0,8.49,284.462,190.43200000000002,1,1,6.0
2017-03-06,27068,29410.0,2342.0,8.65,317.131,212.303,0,0,0.0
2017-03-07,27568,29630.0,2062.0,7.48,326.219,218.386,0,0,1.0
2017-03-08,27767,29971.0,2204.0,7.94,328.478,219.899,0,0,2.0
2017-03-09,27844,29663.0,1819.0,6.53,329.645,220.679,0,0,3.0
2017-03-10,27892,29640.0,1748.0,6.27,332.95599999999996,222.896,0,0,4.0
2017-03-11,25149,26940.0,1791.0,7.12,307.066,205.565,1,1,5.0
2017-03-12,24368,26224.0,1856.0,7.62,289.286,193.66099999999997,1,1,6.0
2017-03-13,27892,29929.0,2037.0,7.3,326.71299999999997,218.717,0,0,0.0
2017-03-14,27769,29854.0,2085.0,7.51,329.61199999999997,220.658,0,0,1.0
2017-03-15,27774,29645.0,1871.0,6.73,329.80400000000003,220.78599999999997,0,0,2.0
2017-03-16,28098,29971.0,1873.0,6.67,332.764,222.768,0,0,3.0
2017-03-17,27896,29612.0,1716.0,6.15,332.276,222.44099999999997,0,0,4.0
2017-03-18,25239,27428.0,2189.0,8.68,308.612,206.6,1,1,5.0
2017-03-19,24394,26543.0,2149.0,8.81,289.91200000000003,194.08,1,1,6.0
2017-03-20,28453,30339.0,1886.0,6.63,328.55400000000003,219.949,0,0,0.0
2017-03-21,28197,30707.0,2510.0,8.9,336.78,225.457,0,0,1.0
2017-03-22,28095,30379.0,2284.0,8.13,334.616,224.00799999999998,0,0,2.0
2017-03-23,28035,30369.0,2334.0,8.32,334.601,223.998,0,0,3.0
2017-03-24,27872,30280.0,2408.0,8.64,334.25699999999995,223.768,0,0,4.0
2017-03-25,24624,26886.0,2262.0,9.18,304.199,203.645,1,1,5.0
2017-03-26,23892,25817.0,1925.0,8.06,282.75,189.28599999999997,1,1,6.0
2017-03-27,27222,29653.0,2431.0,8.93,316.217,211.69,0,1,0.0
2017-03-28,27766,29900.0,2134.0,7.69,328.486,219.90400000000002,0,1,1.0
2017-03-29,28022,30095.0,2073.0,7.4,332.055,222.293,0,0,2.0
2017-03-30,27974,30320.0,2346.0,8.39,333.61699999999996,223.33900000000003,0,0,3.0
2017-03-31,28040,30458.0,2418.0,8.62,332.343,222.486,0,0,4.0
2017-04-01,24245,26766.0,2521.0,10.4,293.726,203.895,1,1,5.0
2017-04-02,22905,25227.0,2322.0,10.14,272.587,189.22,1,1,6.0
2017-04-03,22797,24997.0,2200.0,9.65,271.462,188.44,1,0,0.0
2017-04-04,23637,25389.0,1752.0,7.41,274.183,190.328,1,0,1.0
2017-04-05,27722,29559.0,1837.0,6.63,318.184,220.873,0,0,2.0
2017-04-06,28161,30310.0,2149.0,7.63,332.957,231.127,0,0,3.0
2017-04-07,28739,30425.0,1686.0,5.87,339.621,235.75400000000002,0,0,4.0
2017-04-08,26288,28526.0,2238.0,8.51,318.992,221.43400000000003,1,1,5.0
2017-04-09,25592,27252.0,1660.0,6.49,302.878,210.247,1,1,6.0
2017-04-10,30236,31313.0,1077.0,3.56,347.81,241.437,0,0,0.0
2017-04-11,29416,31504.0,2088.0,7.1,349.89599999999996,242.885,0,0,1.0
2017-04-12,28004,30668.0,2664.0,9.51,334.727,232.356,0,0,2.0
2017-04-13,28171,30214.0,2043.0,7.25,331.139,229.86599999999999,0,0,3.0
2017-04-14,28259,30381.0,2122.0,7.51,334.176,231.97299999999998,0,0,4.0
2017-04-15,26171,28108.0,1937.0,7.4,315.019,218.676,1,1,5.0
2017-04-16,25504,27411.0,1907.0,7.48,302.969,210.31099999999998,1,1,6.0
2017-04-17,30290,31815.0,1525.0,5.03,349.12800000000004,242.35299999999998,0,0,0.0
2017-04-18,30723,32269.0,1546.0,5.03,361.796,251.14700000000002,0,0,1.0
2017-04-19,31072,32052.0,980.0,3.16,365.389,253.641,0,0,2.0
2017-04-20,30725,32325.0,1600.0,5.21,363.07099999999997,252.032,0,0,3.0
2017-04-21,30988,32395.0,1407.0,4.54,361.735,251.104,0,0,4.0
2017-04-22,24699,27440.0,2741.0,11.1,308.309,214.018,1,1,5.0
2017-04-23,24088,26236.0,2148.0,8.92,285.44,198.142,1,1,6.0
2017-04-24,28349,30489.0,2140.0,7.55,327.02099999999996,227.007,0,1,0.0
2017-04-25,29158,31221.0,2063.0,7.07,344.756,239.31799999999998,0,0,1.0
2017-04-26,30418,32091.0,1673.0,5.5,355.286,246.627,0,0,2.0
2017-04-27,28348,30979.0,2631.0,9.28,338.57099999999997,235.024,0,0,3.0
2017-04-28,27165,29816.0,2651.0,9.76,326.675,226.766,0,0,4.0
2017-04-29,24747,27142.0,2395.0,9.68,300.818,208.817,1,1,5.0
2017-04-30,24004,25999.0,1995.0,8.31,285.355,198.084,1,1,6.0
2017-05-01,25611,28784.0,3173.0,12.39,282.42400000000004,204.87,1,0,0.0
2017-05-02,29684,32201.0,2517.0,8.48,324.007,235.035,0,0,1.0
2017-05-03,30931,33218.0,2287.0,7.39,340.699,247.143,0,0,2.0
2017-05-04,31407,33315.0,1908.0,6.08,347.71,252.229,0,0,3.0
2017-05-05,31854,33612.0,1758.0,5.52,352.091,255.40599999999998,0,0,4.0
2017-05-06,27573,30210.0,2637.0,9.56,321.32,233.085,1,1,5.0
2017-05-07,25867,28367.0,2500.0,9.67,296.445,215.04,1,1,6.0
2017-05-08,31507,33237.0,1730.0,5.49,342.186,248.22099999999998,0,0,0.0
2017-05-09,31569,33418.0,1849.0,5.86,352.04,255.36900000000003,0,0,1.0
2017-05-10,32633,34005.0,1372.0,4.21,357.76800000000003,259.524,0,0,2.0
2017-05-11,33011,34995.0,1984.0,6.01,362.88,263.232,0,0,3.0
2017-05-12,32806,34143.0,1337.0,4.08,362.449,262.92,0,0,4.0
2017-05-13,27824,30573.0,2749.0,9.88,327.963,237.90400000000002,1,1,5.0
2017-05-14,26614,28630.0,2016.0,7.58,305.024,221.264,1,1,6.0
2017-05-15,32336,33794.0,1458.0,4.51,348.13,252.533,0,0,0.0
2017-05-16,30124,32322.0,2198.0,7.3,336.77,244.292,0,0,1.0
2017-05-17,30141,33049.0,2908.0,9.65,333.3,241.77599999999998,0,0,2.0
2017-05-18,31320,33916.0,2596.0,8.29,344.17,249.66099999999997,0,0,3.0
2017-05-19,31080,33452.0,2372.0,7.63,341.69699999999995,247.86700000000002,0,0,4.0
2017-05-20,26826,29433.0,2607.0,9.72,310.52299999999997,225.253,1,1,5.0
2017-05-21,26159,28748.0,2589.0,9.9,296.58099999999996,215.139,1,1,6.0
2017-05-22,32130,34514.0,2384.0,7.42,344.213,249.692,0,1,0.0
2017-05-23,32720,34441.0,1721.0,5.26,359.92,261.085,0,1,1.0
2017-05-24,33035,34663.0,1628.0,4.93,361.97900000000004,262.579,0,0,2.0
2017-05-25,31042,33883.0,2841.0,9.15,346.019,251.00099999999998,0,0,3.0
2017-05-26,30290,33036.0,2746.0,9.06,336.69800000000004,244.24,0,0,4.0
2017-05-27,26347,29736.0,3389.0,12.86,308.837,224.03,1,0,5.0
2017-05-28,25268,28293.0,3025.0,11.97,289.916,210.304,1,1,6.0
2017-05-29,26189,29341.0,3152.0,12.04,298.295,216.382,1,0,0.0
2017-05-30,26643,29301.0,2658.0,9.98,301.063,218.391,1,0,1.0
2017-05-31,32677,35101.0,2424.0,7.42,347.68,252.207,0,0,2.0
2017-06-01,31934,34820.0,2886.0,9.04,342.911,261.243,0,0,3.0
2017-06-02,31745,33745.0,2000.0,6.3,340.61300000000006,259.492,0,0,4.0
2017-06-03,30408,32889.0,2481.0,8.16,324.862,247.493,0,1,5.0
2017-06-04,26587,29056.0,2469.0,9.29,289.04400000000004,220.205,1,1,6.0
2017-06-05,31834,34266.0,2432.0,7.64,331.911,252.863,0,0,0.0
2017-06-06,33099,34499.0,1400.0,4.23,351.586,267.85200000000003,0,0,1.0
2017-06-07,34135,35388.0,1253.0,3.67,362.462,276.138,0,0,2.0
2017-06-08,34011,35634.0,1623.0,4.77,363.023,276.565,0,0,3.0
2017-06-09,33972,35549.0,1577.0,4.64,362.55800000000005,276.211,0,0,4.0
2017-06-10,30970,33349.0,2379.0,7.68,339.351,258.532,1,1,5.0
2017-06-11,29156,32387.0,3231.0,11.08,321.73,245.106,1,1,6.0
2017-06-12,34589,35807.0,1218.0,3.52,357.655,272.476,0,0,0.0
2017-06-13,34501,36072.0,1571.0,4.55,362.39300000000003,276.085,0,0,1.0
2017-06-14,31925,34883.0,2958.0,9.27,346.782,264.192,0,0,2.0
2017-06-15,30196,33810.0,3614.0,11.97,328.619,250.356,0,0,3.0
2017-06-16,30978,33890.0,2912.0,9.4,329.851,251.293,0,0,4.0
2017-06-17,27264,30273.0,3009.0,11.04,303.73900000000003,231.4,1,1,5.0
2017-06-18,26316,29812.0,3496.0,13.28,284.626,216.84,1,1,6.0
2017-06-19,30908,34232.0,3324.0,10.76,324.46,247.18599999999998,0,0,0.0
2017-06-20,31901,35769.0,3868.0,12.12,340.014,259.036,0,0,1.0
2017-06-21,33511,36246.0,2735.0,8.16,352.91,268.861,0,0,2.0
2017-06-22,34515,36636.0,2121.0,6.14,363.05,276.586,0,0,3.0
2017-06-23,34567,36330.0,1763.0,5.1,365.68800000000005,278.596,0,0,4.0
2017-06-24,30919,34392.0,3473.0,11.23,338.481,257.868,1,1,5.0
2017-06-25,29653,32030.0,2377.0,8.02,321.827,245.18099999999998,1,1,6.0
2017-06-26,35139,37318.0,2179.0,6.2,364.832,277.943,0,0,0.0
2017-06-27,35123,37083.0,1960.0,5.58,373.349,284.432,0,0,1.0
2017-06-28,35300,37133.0,1833.0,5.19,372.966,284.14,0,0,2.0
2017-06-29,35234,37035.0,1801.0,5.11,369.35400000000004,281.389,0,0,3.0
2017-06-30,34894,36942.0,2048.0,5.87,361.789,275.626,0,0,4.0
2017-07-01,30856,34444.0,3588.0,11.63,321.836,270.55400000000003,1,1,5.0
2017-07-02,28576,32104.0,3528.0,12.34,304.344,255.84900000000002,1,1,6.0
2017-07-03,35002,36847.0,1845.0,5.27,344.231,289.381,0,0,0.0
2017-07-04,34889,36695.0,1806.0,5.18,350.531,294.678,0,0,1.0
2017-07-05,34916,36913.0,1997.0,5.72,351.088,295.145,0,0,2.0
2017-07-06,35280,37131.0,1851.0,5.25,356.921,300.04900000000004,0,0,3.0
2017-07-07,34736,36639.0,1903.0,5.48,346.99300000000005,291.703,0,0,4.0
2017-07-08,30418,33690.0,3272.0,10.76,318.20099999999996,267.499,1,1,5.0
2017-07-09,29124,32093.0,2969.0,10.19,304.52,255.997,1,1,6.0
2017-07-10,35022,36658.0,1636.0,4.67,350.60400000000004,294.738,0,0,0.0
2017-07-11,35482,37210.0,1728.0,4.87,359.055,301.843,0,0,1.0
2017-07-12,35444,36734.0,1290.0,3.64,360.801,303.311,0,0,2.0
2017-07-13,35749,37383.0,1634.0,4.57,362.923,305.095,0,0,3.0
2017-07-14,35548,37514.0,1966.0,5.53,361.52,303.916,0,0,4.0
2017-07-15,31152,34690.0,3538.0,11.36,332.587,279.593,1,1,5.0
2017-07-16,29259,32187.0,2928.0,10.01,313.048,263.166,1,1,6.0
2017-07-17,34337,36587.0,2250.0,6.55,349.659,293.945,0,0,0.0
2017-07-18,36107,37302.0,1195.0,3.31,365.55300000000005,307.306,0,0,1.0
2017-07-19,36046,37709.0,1663.0,4.61,364.931,306.782,0,0,2.0
2017-07-20,35973,37470.0,1497.0,4.16,366.825,308.375,0,0,3.0
2017-07-21,36146,37555.0,1409.0,3.9,367.36300000000006,308.828,0,0,4.0
2017-07-22,31441,35011.0,3570.0,11.35,338.096,284.223,1,1,5.0
2017-07-23,30894,32374.0,1480.0,4.79,323.781,272.189,1,1,6.0
2017-07-24,36148,37065.0,917.0,2.54,364.48699999999997,306.409,0,0,0.0
2017-07-25,36213,37637.0,1424.0,3.93,367.98900000000003,309.35400000000004,0,0,1.0
2017-07-26,36199,37785.0,1586.0,4.38,365.69800000000004,307.428,0,0,2.0
2017-07-27,35626,37471.0,1845.0,5.18,363.57599999999996,305.644,0,0,3.0
2017-07-28,35658,37171.0,1513.0,4.24,366.728,308.29400000000004,0,0,4.0
2017-07-29,30003,33693.0,3690.0,12.3,321.45599999999996,270.235,1,1,5.0
2017-07-30,27986,31542.0,3556.0,12.71,288.817,242.797,1,1,6.0
2017-07-31,30600,34812.0,4212.0,13.76,318.507,267.756,0,0,0.0
2017-08-01,33080,35343.0,2263.0,6.84,335.20599999999996,291.82099999999997,0,0,1.0
2017-08-02,33476,36096.0,2620.0,7.83,340.23,296.195,0,0,2.0
2017-08-03,34556,36478.0,1922.0,5.56,349.13599999999997,303.948,0,0,3.0
2017-08-04,34717,36155.0,1438.0,4.14,351.431,305.94599999999997,0,0,4.0
2017-08-05,31575,33615.0,2040.0,6.46,330.022,287.308,1,1,5.0
2017-08-06,30675,32629.0,1954.0,6.37,317.947,276.796,1,1,6.0
2017-08-07,36165,37011.0,846.0,2.34,362.283,315.392,0,0,0.0
2017-08-08,36266,36890.0,624.0,1.72,369.536,321.70799999999997,0,0,1.0
2017-08-09,36123,37104.0,981.0,2.72,369.142,321.36400000000003,0,0,2.0
2017-08-10,35788,36957.0,1169.0,3.27,368.745,321.019,0,0,3.0
2017-08-11,36417,37060.0,643.0,1.77,368.82800000000003,321.09,0,0,4.0
2017-08-12,32480,34707.0,2227.0,6.86,342.89599999999996,298.51599999999996,1,1,5.0
2017-08-13,30951,33624.0,2673.0,8.64,324.60400000000004,282.591,1,1,6.0
2017-08-14,36052,37877.0,1825.0,5.06,360.69699999999995,314.012,0,0,0.0
2017-08-15,36453,37610.0,1157.0,3.17,360.86699999999996,314.161,0,0,1.0
2017-08-16,36390,38012.0,1622.0,4.46,366.793,319.32,0,0,2.0
2017-08-17,36391,37970.0,1579.0,4.34,367.63,320.048,0,0,3.0
2017-08-18,36295,37815.0,1520.0,4.19,368.17800000000005,320.525,0,0,4.0
2017-08-19,32211,34692.0,2481.0,7.7,338.51300000000003,294.7,1,1,5.0
2017-08-20,30715,33363.0,2648.0,8.62,321.716,280.077,1,1,6.0
2017-08-21,36119,37989.0,1870.0,5.18,361.014,314.289,0,0,0.0
2017-08-22,35285,37520.0,2235.0,6.33,359.463,312.937,0,0,1.0
2017-08-23,34588,37083.0,2495.0,7.21,355.082,309.123,0,0,2.0
2017-08-24,35493,36959.0,1466.0,4.13,355.287,309.303,0,0,3.0
2017-08-25,35129,37086.0,1957.0,5.57,353.967,308.153,0,0,4.0
2017-08-26,31487,33661.0,2174.0,6.9,330.98699999999997,288.147,1,1,5.0
2017-08-27,29227,31942.0,2715.0,9.29,311.68,271.339,1,1,6.0
2017-08-28,35541,37421.0,1880.0,5.29,347.855,302.83299999999997,0,0,0.0
2017-08-29,36070,37478.0,1408.0,3.9,361.471,314.686,0,0,1.0
2017-08-30,35447,37429.0,1982.0,5.59,360.162,313.546,0,0,2.0
2017-08-31,34739,37211.0,2472.0,7.11,356.037,309.95599999999996,0,0,3.0
2017-09-01,33050,36747.0,3697.0,11.19,351.93199999999996,334.19599999999997,0,0,4.0
2017-09-02,29350,32854.0,3504.0,11.94,319.431,303.332,1,1,5.0
2017-09-03,28063,30641.0,2578.0,9.19,299.6,284.501,1,1,6.0
2017-09-04,33987,35998.0,2011.0,5.92,345.405,327.99699999999996,0,0,0.0
2017-09-05,34360,36130.0,1770.0,5.15,359.311,341.202,0,0,1.0
2017-09-06,35786,36977.0,1191.0,3.33,369.56199999999995,350.93699999999995,0,0,2.0
2017-09-07,35014,37214.0,2200.0,6.28,368.528,349.95599999999996,0,0,3.0
2017-09-08,35020,37284.0,2264.0,6.46,364.92800000000005,346.536,0,0,4.0
2017-09-09,30543,32676.0,2133.0,6.98,334.57800000000003,317.716,1,1,5.0
2017-09-10,29552,31330.0,1778.0,6.02,317.158,301.175,1,1,6.0
2017-09-11,34904,37204.0,2300.0,6.59,355.593,337.67199999999997,0,0,0.0
2017-09-12,35533,37318.0,1785.0,5.02,369.164,350.56,0,0,1.0
2017-09-13,33922,37055.0,3133.0,9.24,358.80199999999996,340.719,0,0,2.0
2017-09-14,32944,36245.0,3301.0,10.02,348.026,330.48699999999997,0,0,3.0
2017-09-15,33981,35703.0,1722.0,5.07,352.98900000000003,335.199,0,0,4.0
2017-09-16,30645,32594.0,1949.0,6.36,329.911,313.284,1,1,5.0
2017-09-17,28336,30844.0,2508.0,8.85,306.887,291.421,1,1,6.0
2017-09-18,33398,36385.0,2987.0,8.94,339.963,322.83,0,0,0.0
2017-09-19,34280,36161.0,1881.0,5.49,354.89,337.004,0,0,1.0
2017-09-20,34866,36778.0,1912.0,5.48,359.847,341.712,0,0,2.0
2017-09-21,35001,36515.0,1514.0,4.33,365.69300000000004,347.264,0,0,3.0
2017-09-22,35374,36658.0,1284.0,3.63,369.006,350.409,0,0,4.0
2017-09-23,32106,33455.0,1349.0,4.2,346.591,329.12300000000005,1,0,5.0
2017-09-24,30716,32246.0,1530.0,4.98,329.80199999999996,313.181,1,1,6.0
2017-09-25,35817,37067.0,1250.0,3.49,368.19,349.634,0,0,0.0
2017-09-26,36263,37684.0,1421.0,3.92,377.89300000000003,358.848,0,0,1.0
2017-09-27,36419,37733.0,1314.0,3.61,379.148,360.041,0,1,2.0
2017-09-28,36049,37176.0,1127.0,3.13,377.61199999999997,358.58099999999996,0,0,3.0
2017-09-29,35355,37259.0,1904.0,5.39,368.09,349.54,0,0,4.0
2017-09-30,34625,36189.0,1564.0,4.52,354.07800000000003,336.23400000000004,0,1,5.0
2017-10-01,30280,32037.0,1757.0,5.8,350.098,321.367,1,1,6.0
2017-10-02,35737,37238.0,1501.0,4.2,393.89099999999996,361.566,0,1,0.0
2017-10-03,35900,37600.0,1700.0,4.73,397.79699999999997,365.152,0,1,1.0
2017-10-04,29072,31971.0,2899.0,9.97,342.778,314.64799999999997,1,0,2.0
2017-10-05,34702,36727.0,2025.0,5.84,375.332,344.531,0,0,3.0
2017-10-06,34982,36349.0,1367.0,3.91,385.42800000000005,353.798,0,0,4.0
2017-10-07,29560,32023.0,2463.0,8.33,348.461,319.86400000000003,1,1,5.0
2017-10-08,28115,30823.0,2708.0,9.63,328.55400000000003,301.592,1,1,6.0
2017-10-09,28876,30439.0,1563.0,5.41,335.906,308.34,1,0,0.0
2017-10-10,30226,31527.0,1301.0,4.3,347.13599999999997,318.649,1,0,1.0
2017-10-11,35287,36482.0,1195.0,3.39,386.68,354.94800000000004,0,0,2.0
2017-10-12,34009,36379.0,2370.0,6.97,381.023,349.754,0,0,3.0
2017-10-13,32265,34356.0,2091.0,6.48,364.231,334.341,0,0,4.0
2017-10-14,28783,30689.0,1906.0,6.62,334.531,307.078,1,1,5.0
2017-10-15,27360,29880.0,2520.0,9.21,312.378,286.742,1,1,6.0
2017-10-16,33062,34804.0,1742.0,5.27,360.55199999999996,330.963,0,0,0.0
2017-10-17,32730,34542.0,1812.0,5.54,364.246,334.35400000000004,0,0,1.0
2017-10-18,32246,34763.0,2517.0,7.8,359.051,329.586,0,0,2.0
2017-10-19,31277,33609.0,2332.0,7.46,353.246,324.257,0,0,3.0
2017-10-20,30889,32992.0,2103.0,6.81,344.404,316.14,0,0,4.0
2017-10-21,25858,29251.0,3393.0,13.12,303.73400000000004,278.808,1,1,5.0
2017-10-22,24237,27193.0,2956.0,12.2,277.572,254.793,1,1,6.0
2017-10-23,28665,31411.0,2746.0,9.58,314.139,288.36,0,0,0.0
2017-10-24,29159,32125.0,2966.0,10.17,325.935,299.188,0,0,1.0
