日期,縣市,800KW以上售電量(度),800KW以上抄表戶數,800KW以上用電佔比(%),小於800KW售電量(度),小於800KW抄表戶數,小於800KW用電佔比(%),合計
2014年06月,台東縣,7748900,3,0.7904,2054763,368,0.2096,9803663
2014年06月,花蓮縣,76812100,21,0.8571,12811592,585,0.1429,89623692
2014年06月,基隆市,12266500,18,0.5962,8308430,384,0.4038,20574930
2014年06月,新竹市,665520094,130,0.958,29154900,1728,0.042,694674994
2014年06月,嘉義市,2521040,4,0.3123,5552657,663,0.6877,8073697
2014年06月,澎湖縣,1544000,1,0.4052,2266375,272,0.5948,3810375
2014年06月,金門縣,1763200,2,0.5455,1469124,181,0.4545,3232324
2014年06月,連江縣,0,0,0,483819,60,1,483819
2014年06月,合計,7489737669,3535,0.8227,1613625457,83574,0.1773,9103363126
2014年05月,新北市,218268185,224,0.4873,229684584,14389,0.5127,447952769
2014年05月,台北市,24094300,23,0.5907,16694529,1797,0.4093,40788829
2014年05月,桃園市,1394687868,760,0.8405,264727198,6956,0.1595,1659415066
2014年05月,台中市,954369565,391,0.8043,232162407,10962,0.1957,1186531972
2014年05月,台南市,1357321736,430,0.8703,202307028,11178,0.1297,1559628764
2014年05月,高雄市,1210289976,501,0.8794,166012367,6333,0.1206,1376302343
2014年05月,宜蘭縣,112965993,62,0.8047,27411616,1375,0.1953,140377609
2014年05月,新竹縣,520327643,215,0.9095,51780641,1508,0.0905,572108284
2014年05月,苗栗縣,424963560,145,0.9147,39652510,1311,0.0853,464616070
2014年05月,彰化縣,309065596,263,0.6316,180248846,16099,0.3684,489314442
2014年05月,南投縣,72273880,86,0.7143,28909413,1109,0.2857,101183293
2014年05月,雲林縣,200251719,84,0.8392,38370741,2384,0.1608,238622460
2014年05月,嘉義縣,42102800,56,0.509,40605863,2096,0.491,82708663
2014年05月,屏東縣,87930937,112,0.7125,35475295,1826,0.2875,123406232
2014年05月,台東縣,7915400,3,0.8061,1903735,368,0.1939,9819135
2014年05月,花蓮縣,81269700,21,0.8585,13396736,584,0.1415,94666436
2014年05月,基隆市,12105100,18,0.6041,7934431,383,0.3959,20039531
2014年05月,新竹市,666556709,130,0.9602,27644887,1734,0.0398,694201596
2014年05月,嘉義市,2652560,4,0.3336,5299379,664,0.6664,7951939
2014年05月,澎湖縣,1709200,1,0.4323,2244373,272,0.5677,3953573
2014年05月,金門縣,1586800,2,0.5452,1323536,181,0.4548,2910336
2014年05月,連江縣,0,0,0,447053,60,1,447053
2014年04月,新北市,206732633,224,0.4917,213754309,14387,0.5083,420486942
2014年04月,台北市,22342900,23,0.5985,14985978,1791,0.4015,37328878
2014年04月,桃園市,1313820606,756,0.841,248395323,6936,0.159,1562215929
2014年04月,台中市,897611636,390,0.8038,219100240,10959,0.1962,1116711876
2014年04月,台南市,1349748400,431,0.8763,190564447,11168,0.1237,1540312847
2014年04月,高雄市,1158132244,502,0.882,154919279,6329,0.118,1313051523
2014年04月,宜蘭縣,112910100,64,0.8204,24713664,1365,0.1796,137623764
2014年04月,新竹縣,483855614,214,0.9012,53016438,1505,0.0988,536872052
2014年04月,苗栗縣,396384620,144,0.9127,37893534,1316,0.0873,434278154
2014年04月,彰化縣,294256872,265,0.63,172814493,16105,0.37,467071365
2014年04月,南投縣,68760920,87,0.7135,27615137,1108,0.2865,96376057
2014年04月,雲林縣,188269140,82,0.837,36661021,2385,0.163,224930161
2014年04月,嘉義縣,38843360,56,0.4782,42389257,2095,0.5218,81232617
2014年04月,屏東縣,61338708,111,0.6504,32964285,1832,0.3496,94302993
2014年04月,台東縣,7706900,3,0.8033,1887437,366,0.1967,9594337
2014年04月,花蓮縣,78631000,21,0.8552,13317196,587,0.1448,91948196
2014年04月,基隆市,11438600,19,0.6154,7147171,385,0.3846,18585771
2014年04月,新竹市,616408944,130,0.9603,25511202,1740,0.0397,641920146
2014年04月,嘉義市,2536000,4,0.3385,4955902,664,0.6615,7491902
2014年04月,澎湖縣,1288400,1,0.3896,2018250,272,0.6104,3306650
2014年04月,金門縣,770000,2,0.3742,1287793,182,0.6258,2057793
2014年04月,連江縣,0,0,0,431424,60,1,431424
2014年04月,合計,7311787597,3529,0.8273,1526343780,83537,0.1727,8838131377
2014年03月,新北市,205331665,222,0.5132,194745506,14392,0.4868,400077171
2014年03月,台北市,22094300,24,0.628,13087694,1790,0.372,35181994
2014年03月,桃園市,1306573454,756,0.8456,238504548,6931,0.1544,1545078002
2014年03月,台中市,900531585,388,0.8134,206649669,10964,0.1866,1107181254
2014年03月,台南市,1260534039,427,0.8749,180167915,11169,0.1251,1440701954
2014年03月,高雄市,1209494646,501,0.8871,153891225,6314,0.1129,1363385871
2014年03月,宜蘭縣,117354260,64,0.8317,23748053,1361,0.1683,141102313
2014年03月,新竹縣,482087518,213,0.9159,44294689,1501,0.0841,526382207
2014年03月,苗栗縣,405260240,144,0.9189,35769090,1319,0.0811,441029330
2014年03月,彰化縣,296873716,262,0.6456,162954580,16126,0.3544,459828296
2014年03月,南投縣,68431060,88,0.7161,27127555,1107,0.2839,95558615
2014年03月,雲林縣,194283680,83,0.8506,34134136,2384,0.1494,228417816
2014年03月,嘉義縣,38523540,55,0.5226,35189023,2098,0.4774,73712563
2014年03月,屏東縣,56974033,112,0.6554,29953470,1829,0.3446,86927503
2014年03月,台東縣,8325800,3,0.8247,1769833,369,0.1753,10095633
2014年03月,花蓮縣,79800300,20,0.8574,13274924,589,0.1426,93075224
2014年03月,基隆市,11894500,19,0.6403,6681154,388,0.3597,18575654
2014年03月,新竹市,621087031,130,0.9641,23153367,1732,0.0359,644240398
2014年03月,嘉義市,2458160,4,0.3573,4422541,664,0.6427,6880701
2014年03月,澎湖縣,1459200,1,0.4275,1953964,272,0.5725,3413164
2014年03月,金門縣,703200,2,0.3908,1096224,184,0.6092,1799424
2014年03月,連江縣,0,0,0,428880,59,1,428880
2014年03月,合計,7290075927,3518,0.8357,1432998040,83542,0.1643,8723073967
2014年02月,新北市,166095434,223,0.4878,174430010,14380,0.5122,340525444
2014年02月,台北市,18701000,24,0.5954,12710056,1801,0.4046,31411056
2014年02月,桃園市,1115499705,754,0.847,201489460,6936,0.153,1316989165
2014年02月,台中市,764396160,387,0.8135,175194065,10959,0.1865,939590225
2014年02月,台南市,1088253391,429,0.8713,160707710,11160,0.1287,1248961101
2014年02月,高雄市,1089485263,500,0.8985,123054915,6317,0.1015,1212540178
2014年02月,宜蘭縣,88113200,64,0.8153,19961988,1361,0.1847,108075188
2014年02月,新竹縣,412030199,213,0.8949,48414318,1497,0.1051,460444517
2014年02月,苗栗縣,348327440,144,0.9166,31693132,1322,0.0834,380020572
2014年02月,彰化縣,242976024,262,0.6306,142344818,16130,0.3694,385320842
2014年02月,南投縣,55696860,88,0.7054,23265502,1107,0.2946,78962362
2014年02月,雲林縣,166069280,84,0.8497,29376013,2382,0.1503,195445293
2014年02月,嘉義縣,30702720,57,0.502,30453344,2094,0.498,61156064
2014年02月,屏東縣,45343520,109,0.6324,26360139,1833,0.3676,71703659
2014年02月,台東縣,6334000,3,0.7877,1706738,369,0.2123,8040738
2014年02月,花蓮縣,69208500,20,0.8455,12645849,592,0.1545,81854349
2014年02月,基隆市,9559600,19,0.6094,6128358,389,0.3906,15687958
2014年02月,新竹市,548645592,130,0.9633,20876479,1739,0.0367,569522071
2014年02月,嘉義市,1868760,4,0.3116,4129194,663,0.6884,5997954
2014年02月,澎湖縣,1417600,1,0.4337,1850724,271,0.5663,3268324
2014年02月,金門縣,578400,2,0.3501,1073682,184,0.6499,1652082
2014年02月,連江縣,0,0,0,413304,59,1,413304
2014年02月,合計,6269302648,3517,0.834,1248279798,83545,0.166,7517582446
2014年01月,新北市,189934887,223,0.4822,203979547,14380,0.5178,393914434
2014年01月,台北市,21471580,24,0.5955,14583543,1803,0.4045,36055123
2014年01月,桃園市,1229086909,757,0.8375,238551402,6921,0.1625,1467638311
2014年01月,台中市,861195146,387,0.8112,200412223,10965,0.1888,1061607369
2014年01月,台南市,1202463753,432,0.8724,175845375,11154,0.1276,1378309128
2014年01月,高雄市,1211524306,498,0.8974,138467920,6315,0.1026,1349992226
2014年01月,宜蘭縣,107336640,64,0.82,23569011,1363,0.18,130905651
2014年01月,新竹縣,458825094,214,0.9115,44545527,1491,0.0885,503370621
2014年01月,苗栗縣,386690580,143,0.9153,35774465,1325,0.0847,422465045
2014年01月,彰化縣,281502790,262,0.6268,167602847,16143,0.3732,449105637
2014年01月,南投縣,61148820,88,0.7005,26139780,1104,0.2995,87288600
2014年01月,雲林縣,185838400,84,0.8477,33381160,2380,0.1523,219219560
2014年01月,嘉義縣,34914280,57,0.5069,33957994,2091,0.4931,68872274
2014年01月,屏東縣,50573232,108,0.6233,30560103,1838,0.3767,81133335
2014年01月,台東縣,7226800,3,0.7855,1973953,370,0.2145,9200753
2014年01月,花蓮縣,85689300,20,0.8738,12376103,591,0.1262,98065403
2014年01月,基隆市,11412900,19,0.6237,6884414,389,0.3763,18297314
2014年01月,新竹市,597247759,130,0.9621,23502637,1745,0.0379,620750396
2014年01月,嘉義市,2260600,4,0.3214,4772772,662,0.6786,7033372
2014年01月,澎湖縣,1424400,1,0.4131,2023837,271,0.5869,3448237
2014年01月,金門縣,662400,2,0.3421,1273719,181,0.6579,1936119
2014年01月,連江縣,0,0,0,423790,59,1,423790
2014年01月,合計,6988430576,3520,0.8311,1420602122,83541,0.1689,8409032698
2013年12月,新北市,201215653,223,0.4915,208181136,14383,0.5085,409396789
2013年12月,台北市,21645020,23,0.5953,14717737,1804,0.4047,36362757
2013年12月,桃園市,1272881864,754,0.8422,238520028,6907,0.1578,1511401892
2013年12月,台中市,872820680,388,0.8066,209304723,10954,0.1934,1082125403
2013年12月,台南市,1210328301,427,0.8678,184425484,11171,0.1322,1394753785
2013年12月,高雄市,1204182753,499,0.8908,147639787,6309,0.1092,1351822540
2013年12月,宜蘭縣,112344220,64,0.8251,23819456,1360,0.1749,136163676
2013年12月,新竹縣,464367662,214,0.9105,45665422,1493,0.0895,510033084
2013年12月,苗栗縣,391575466,141,0.9122,37672412,1326,0.0878,429247878
2013年12月,彰化縣,287799307,262,0.6298,169173536,16151,0.3702,456972843
2013年12月,南投縣,62569000,88,0.6965,27268339,1106,0.3035,89837339
2013年12月,雲林縣,186918020,85,0.8445,34410055,2379,0.1555,221328075
2013年12月,嘉義縣,36444800,56,0.5027,36047274,2097,0.4973,72492074
2013年12月,屏東縣,53100304,107,0.6295,31258681,1842,0.3705,84358985
2013年12月,台東縣,7898300,3,0.8064,1896061,373,0.1936,9794361
2013年12月,花蓮縣,78798300,20,0.8576,13087125,591,0.1424,91885425
2013年12月,基隆市,11253100,19,0.6169,6989511,389,0.3831,18242611
2013年12月,新竹市,600130961,130,0.9613,24184538,1748,0.0387,624315499
2013年12月,嘉義市,2444680,4,0.3441,4660869,664,0.6559,7105549
2013年12月,澎湖縣,1402800,1,0.4179,1953987,270,0.5821,3356787
2013年12月,金門縣,706000,2,0.3529,1294672,183,0.6471,2000672
2013年12月,連江縣,0,0,0,423926,59,1,423926
2013年12月,合計,7080827191,3510,0.8288,1462594759,83559,0.1712,8543421950
2013年11月,新北市,204270406,225,0.4791,222069923,14385,0.5209,426340329
2013年11月,台北市,21889940,24,0.5706,16475311,1804,0.4294,38365251
2013年11月,桃園市,1253140017,750,0.8381,242034505,6904,0.1619,1495174522
2013年11月,台中市,875573550,383,0.802,216137865,10940,0.198,1091711415
2013年11月,台南市,1203330257,427,0.8616,193348833,11165,0.1384,1396679090
2013年11月,高雄市,1181568452,498,0.8822,157732273,6291,0.1178,1339300725
2013年11月,宜蘭縣,107940720,65,0.8162,24313395,1354,0.1838,132254115
2013年11月,新竹縣,467390303,214,0.9075,47620579,1494,0.0925,515010882
2013年11月,苗栗縣,384113520,142,0.9095,38240116,1325,0.0905,422353636
2013年11月,彰化縣,279396316,261,0.6166,173735452,16147,0.3834,453131768
2013年11月,南投縣,61438260,88,0.6892,27708642,1108,0.3108,89146902
2013年11月,雲林縣,187356080,86,0.8424,35057791,2383,0.1576,222413871
2013年11月,嘉義縣,37343060,57,0.4997,37389226,2092,0.5003,74732286
2013年11月,屏東縣,53041720,107,0.6191,32630383,1846,0.3809,85672103
2013年11月,台東縣,7708300,3,0.7975,1957223,372,0.2025,9665523
2013年11月,花蓮縣,88738400,20,0.8709,13159634,590,0.1291,101898034
2013年11月,基隆市,11534800,19,0.6047,7541084,388,0.3953,19075884
2013年11月,新竹市,596458768,130,0.9579,26190364,1752,0.0421,622649132
2013年11月,嘉義市,2367640,4,0.323,4961562,664,0.677,7329202
2013年11月,澎湖縣,1401200,1,0.401,2093221,271,0.599,3494421
2013年11月,金門縣,895600,2,0.4084,1297538,181,0.5916,2193138
2013年11月,連江縣,0,0,0,427820,59,1,427820
2013年11月,合計,7026897309,3506,0.822,1522122740,83515,0.178,8549020049
2013年10月,新北市,215191959,226,0.4808,232333874,14361,0.5192,447525833
2013年10月,台北市,22644580,23,0.5594,17836918,1804,0.4406,40481498
2013年10月,桃園市,1350867500,745,0.8399,257451272,6895,0.1601,1608318772
2013年10月,台中市,919841886,383,0.8047,223292083,10919,0.1953,1143133969
2013年10月,台南市,1261662129,427,0.8632,199894608,11161,0.1368,1461556737
2013年10月,高雄市,1248561344,497,0.8881,157330273,6290,0.1119,1405891617
2013年10月,宜蘭縣,112178920,65,0.8165,25218888,1347,0.1835,137397808
2013年10月,新竹縣,502670682,211,0.9079,50991162,1491,0.0921,553661844
2013年10月,苗栗縣,391903060,142,0.9084,39503871,1325,0.0916,431406931
2013年10月,彰化縣,301571997,260,0.6282,178491993,16155,0.3718,480063990
2013年10月,南投縣,68206160,89,0.7054,28484128,1109,0.2946,96690288
2013年10月,雲林縣,198217760,85,0.843,36903362,2392,0.157,235121122
2013年10月,嘉義縣,40125440,56,0.5188,37219036,2087,0.4812,77344476
2013年10月,屏東縣,54062608,107,0.6163,33660197,1847,0.3837,87722805
2013年10月,台東縣,7883600,3,0.7936,2050263,371,0.2064,9933863
2013年10月,花蓮縣,81503000,20,0.8634,12892501,587,0.1366,94395501
2013年10月,基隆市,12115800,19,0.6035,7960207,391,0.3965,20076007
2013年10月,新竹市,627465946,129,0.9558,28990328,1750,0.0442,656456274
2013年10月,嘉義市,2585920,4,0.3305,5238729,665,0.6695,7824649
2013年10月,澎湖縣,1402000,1,0.3897,2195538,272,0.6103,3597538
2013年10月,金門縣,1648000,2,0.5429,1387492,179,0.4571,3035492
2013年10月,連江縣,0,0,0,463897,59,1,463897
2013年10月,合計,7422310291,3494,0.8245,1579790620,83457,0.1755,9002100911
2013年09月,新北市,213447733,226,0.4654,245181712,14346,0.5346,458629445
2013年09月,台北市,22901020,24,0.5347,19931540,1815,0.4653,42832560
2013年09月,桃園市,1334667976,746,0.8367,260462458,6891,0.1633,1595130434
2013年09月,台中市,879569437,382,0.798,222655119,10920,0.202,1102224556
2013年09月,台南市,1219043473,426,0.8601,198237086,11165,0.1399,1417280559
2013年09月,高雄市,1184779627,495,0.8847,154352240,6280,0.1153,1339131867
2013年09月,宜蘭縣,108333840,65,0.8012,26885072,1345,0.1988,135218912
2013年09月,新竹縣,497449643,212,0.9056,51853901,1481,0.0944,549303544
2013年09月,苗栗縣,395568020,142,0.9095,39338944,1319,0.0905,434906964
2013年09月,彰化縣,295972225,260,0.625,177621126,16156,0.375,473593351
2013年09月,南投縣,63994480,88,0.6999,27445372,1108,0.3001,91439852
2013年09月,雲林縣,191611605,85,0.8414,36122295,2391,0.1586,227733900
2013年09月,嘉義縣,39503820,57,0.5074,38351659,2085,0.4926,77855479
2013年09月,屏東縣,51746534,108,0.6082,33337082,1846,0.3918,85083616
2013年09月,台東縣,7845800,3,0.7951,2021680,373,0.2049,9867480
2013年09月,花蓮縣,81447000,19,0.862,13035081,588,0.138,94482081
2013年09月,基隆市,11360900,19,0.5803,8218190,390,0.4197,19579090
2013年09月,新竹市,626750935,129,0.9546,29800187,1747,0.0454,656551122
2013年09月,嘉義市,2364400,4,0.2988,5547440,665,0.7012,7911840
2013年09月,澎湖縣,1301600,1,0.3528,2388069,272,0.6472,3689669
2013年09月,金門縣,1732400,2,0.5388,1483149,178,0.4612,3215549
2013年09月,連江縣,0,0,0,495915,59,1,495915
2013年09月,合計,7231392468,3493,0.8193,1594765317,83420,0.1807,8826157785
2013年08月,新北市,228184622,226,0.4738,253401336,14354,0.5262,481585958
2013年08月,台北市,24182200,24,0.5362,20912934,1834,0.4638,45095134
2013年08月,桃園市,1415917532,744,0.8356,278574542,6884,0.1644,1694492074
2013年08月,台中市,946729382,383,0.7995,237487518,10912,0.2005,1184216900
2013年08月,台南市,1271007691,426,0.8582,209981036,11181,0.1418,1480988727
2013年08月,高雄市,1228745289,491,0.8816,165027558,6285,0.1184,1393772847
2013年08月,宜蘭縣,111958560,66,0.7987,28223486,1343,0.2013,140182046
2013年08月,新竹縣,526935039,211,0.9042,55833322,1485,0.0958,582768361
2013年08月,苗栗縣,411011740,142,0.9091,41114832,1321,0.0909,452126572
2013年08月,彰化縣,313682132,258,0.6283,185586543,16170,0.3717,499268675
2013年08月,南投縣,69523700,87,0.7026,29429712,1105,0.2974,98953412
2013年08月,雲林縣,199399703,86,0.8403,37894808,2394,0.1597,237294511
2013年08月,嘉義縣,42682280,58,0.5176,39777289,2087,0.4824,82459569
2013年08月,屏東縣,55187672,108,0.6127,34882738,1845,0.3873,90070410
2013年08月,台東縣,8313500,3,0.7943,2153512,372,0.2057,10467012
2013年08月,花蓮縣,85474200,19,0.8588,14048646,589,0.1412,99522846
2013年08月,基隆市,11930600,18,0.5794,8659231,393,0.4206,20589831
2013年08月,新竹市,658382067,129,0.9547,31232901,1748,0.0453,689614968
2013年08月,嘉義市,2446400,4,0.3062,5544331,663,0.6938,7990731
2013年08月,澎湖縣,1324400,1,0.3446,2518607,272,0.6554,3843007
2013年08月,金門縣,2016800,2,0.5634,1562852,177,0.4366,3579652
2013年08月,連江縣,0,0,0,477083,59,1,477083
2013年08月,合計,7615035509,3486,0.8189,1684324817,83473,0.1811,9299360326
2013年07月,新北市,230674234,226,0.4739,256118206,14358,0.5261,486792440
2013年07月,台北市,24702980,23,0.5372,21279694,1839,0.4628,45982674
2013年07月,桃園市,1400428525,746,0.8339,278921058,6869,0.1661,1679349583
2013年07月,台中市,932144519,381,0.7934,242719268,10918,0.2066,1174863787
2013年07月,台南市,1260026966,425,0.8549,213877620,11188,0.1451,1473904586
2013年07月,高雄市,1197442868,493,0.877,167918375,6271,0.123,1365361243
2013年07月,宜蘭縣,110256640,63,0.7971,28068858,1338,0.2029,138325498
2013年07月,新竹縣,525223478,212,0.9021,57014886,1477,0.0979,582238364
2013年07月,苗栗縣,392791020,140,0.9041,41650308,1323,0.0959,434441328
2013年07月,彰化縣,306726120,256,0.6206,187494828,16173,0.3794,494220948
2013年07月,南投縣,68482420,88,0.7026,28983544,1103,0.2974,97465964
2013年07月,雲林縣,196844960,85,0.8359,38634446,2394,0.1641,235479406
2013年07月,嘉義縣,42856262,58,0.4965,43452595,2090,0.5035,86308857
2013年07月,屏東縣,56075364,108,0.6086,36069028,1848,0.3914,92144392
2013年07月,台東縣,8179400,3,0.7829,2268564,371,0.2171,10447964
2013年07月,花蓮縣,75652900,19,0.8451,13864115,589,0.1549,89517015
2013年07月,基隆市,11480848,18,0.5655,8821783,391,0.4345,20302631
2013年07月,新竹市,657086096,129,0.9543,31455844,1759,0.0457,688541940
2013年07月,嘉義市,2433520,4,0.3003,5671260,662,0.6997,8104780
2013年07月,澎湖縣,1288800,1,0.3389,2514453,277,0.6611,3803253
2013年07月,金門縣,2011600,2,0.5748,1488021,177,0.4252,3499621
2013年07月,連江縣,0,0,0,543771,59,1,543771
2013年07月,合計,7502809520,3480,0.8145,1708830525,83474,0.1855,9211640045
2013年06月,合計,7583367829,3477,0.8241,1618365361,83421,0.1759,9201733190
2013年06月,新北市,230133303,225,0.4913,238313363,14343,0.5087,468446666
2013年06月,台北市,25404540,23,0.5687,19263604,1830,0.4313,44668144
2013年06月,桃園市,1463396293,746,0.8412,276171884,6856,0.1588,1739568177
2013年06月,台中市,982169316,384,0.8054,237365149,10901,0.1946,1219534465
2013年06月,台南市,1290175121,423,0.862,206506055,11193,0.138,1496681176
2013年06月,高雄市,1263710999,494,0.8859,162769523,6267,0.1141,1426480522
2013年06月,宜蘭縣,107625960,65,0.8034,26337935,1331,0.1966,133963895
2013年06月,新竹縣,548545917,212,0.9067,56419998,1468,0.0933,604965915
2013年06月,苗栗縣,424231880,140,0.9093,42290631,1321,0.0907,466522511
2013年06月,彰化縣,322682696,257,0.6386,182583332,16189,0.3614,505266028
2013年06月,南投縣,71456360,88,0.7112,29016816,1104,0.2888,100473176
2013年06月,雲林縣,196342920,84,0.8402,37351920,2395,0.1598,233694840
2013年06月,嘉義縣,43334032,58,0.5258,39086365,2086,0.4742,82420397
2013年06月,屏東縣,56916760,109,0.6262,33976367,1850,0.3738,90893127
2013年06月,台東縣,8861300,3,0.8066,2124141,371,0.1934,10985441
2013年06月,花蓮縣,87336400,19,0.8621,13967590,589,0.1379,101303990
2013年06月,基隆市,12492100,18,0.6061,8119401,391,0.3939,20611501
2013年06月,新竹市,681883408,130,0.9573,30421070,1762,0.0427,712304478
2013年06月,嘉義市,2501720,4,0.3218,5272062,662,0.6782,7773782
2013年06月,澎湖縣,1373200,1,0.3625,2415219,278,0.6375,3788419
2013年06月,金門縣,1866800,2,0.5593,1470700,176,0.4407,3337500
2013年06月,連江縣,0,0,0,510819,59,1,510819
2013年06月,合計,7822441025,3485,0.8257,1651753944,83422,0.1743,9474194969
2013年05月,新北市,226776612,224,0.4961,230350952,14337,0.5039,457127564
2013年05月,台北市,23852720,23,0.5698,18007618,1833,0.4302,41860338
2013年05月,桃園市,1402334562,745,0.839,269200444,6860,0.161,1671535006
2013年05月,台中市,997795768,387,0.813,229477367,10892,0.187,1227273135
2013年05月,台南市,1236694422,422,0.8584,204004944,11197,0.1416,1440699366
2013年05月,高雄市,1213893990,492,0.8803,165132160,6265,0.1197,1379026150
2013年05月,宜蘭縣,114463720,65,0.8199,25151371,1328,0.1801,139615091
2013年05月,新竹縣,524500366,210,0.9074,53515713,1470,0.0926,578016079
2013年05月,苗栗縣,406121015,142,0.9089,40722136,1322,0.0911,446843151
2013年05月,彰化縣,312468212,254,0.6314,182382108,16197,0.3686,494850320
2013年05月,南投縣,70400180,86,0.7073,29132114,1102,0.2927,99532294
2013年05月,雲林縣,192063712,84,0.8395,36719705,2401,0.1605,228783417
2013年05月,嘉義縣,41752112,59,0.5085,40362102,2081,0.4915,82114214
2013年05月,屏東縣,55045148,106,0.6188,33907609,1848,0.3812,88952757
2013年05月,台東縣,8063900,3,0.7931,2104262,371,0.2069,10168162
2013年05月,花蓮縣,91655180,19,0.8727,13365358,589,0.1273,105020538
2013年05月,基隆市,11604515,18,0.6004,7724228,388,0.3996,19328743
2013年05月,新竹市,648938535,131,0.9586,28005153,1764,0.0414,676943688
2013年05月,嘉義市,2602360,4,0.3392,5069763,664,0.6608,7672123
2013年05月,澎湖縣,1378400,1,0.3833,2217750,278,0.6167,3596150
2013年05月,金門縣,962400,2,0.4163,1349134,175,0.5837,2311534
2013年05月,連江縣,0,0,0,463370,59,1,463370
2013年04月,新北市,215289584,225,0.5147,203020732,14334,0.4853,418310316
2013年04月,台北市,22231720,24,0.5903,15427034,1847,0.4097,37658754
2013年04月,桃園市,1331696485,744,0.8481,238551572,6836,0.1519,1570248057
2013年04月,台中市,919979308,386,0.8192,202993332,10884,0.1808,1122972640
2013年04月,台南市,1224203326,420,0.8679,186373705,11208,0.1321,1410577031
2013年04月,高雄市,1227154577,491,0.8875,155494487,6258,0.1125,1382649064
2013年04月,宜蘭縣,119169627,66,0.8367,23250863,1327,0.1633,142420490
2013年04月,新竹縣,481520755,210,0.9131,45845982,1469,0.0869,527366737
2013年04月,苗栗縣,392128868,142,0.914,36879041,1320,0.086,429007909
2013年04月,彰化縣,277218192,253,0.6303,162585929,16201,0.3697,439804121
2013年04月,南投縣,64387360,86,0.7092,26404835,1104,0.2908,90792195
2013年04月,雲林縣,193021400,85,0.8521,33514936,2399,0.1479,226536336
2013年04月,嘉義縣,40892105,58,0.4062,59779901,2075,0.5938,100672006
2013年04月,屏東縣,54534104,106,0.6401,30668050,1850,0.3599,85202154
2013年04月,台東縣,9379000,3,0.8285,1941924,371,0.1715,11320924
2013年04月,花蓮縣,88906843,19,0.8776,12396072,592,0.1224,101302915
2013年04月,基隆市,10869000,17,0.6112,6913680,389,0.3888,17782680
2013年04月,新竹市,622477070,131,0.9631,23862470,1766,0.0369,646339540
2013年04月,嘉義市,2643440,4,0.3586,4727732,665,0.6414,7371172
2013年04月,澎湖縣,1441600,1,0.4201,1990179,278,0.5799,3431779
2013年04月,金門縣,754000,2,0.3956,1151896,176,0.6044,1905896
2013年04月,連江縣,0,0,0,408106,59,1,408106
2013年04月,合計,7299898364,3473,0.832,1474182458,83408,0.168,8774080822
2013年03月,新北市,202020891,225,0.5109,193379335,14344,0.4891,395400226
2013年03月,台北市,22078920,24,0.5918,15227962,1858,0.4082,37306882
2013年03月,桃園市,1268938766,744,0.8425,237165078,6834,0.1575,1506103844
2013年03月,台中市,883761241,390,0.8168,198252669,10886,0.1832,1082013910
2013年03月,台南市,1148297228,421,0.8621,183639837,11212,0.1379,1331937065
2013年03月,高雄市,1197578373,490,0.8937,142439534,6257,0.1063,1340017907
2013年03月,宜蘭縣,108706651,65,0.8238,23252016,1323,0.1762,131958667
2013年03月,新竹縣,464045636,210,0.9118,44913062,1465,0.0882,508958698
2013年03月,苗栗縣,403048779,142,0.9197,35188287,1319,0.0803,438237066
2013年03月,彰化縣,289624988,252,0.6437,160325093,16212,0.3563,449950081
2013年03月,南投縣,62867280,85,0.6986,27127078,1106,0.3014,89994358
2013年03月,雲林縣,186756360,83,0.8513,32609803,2402,0.1487,219366163
2013年03月,嘉義縣,38922380,58,0.4985,39158287,2075,0.5015,78080667
2013年03月,屏東縣,52171148,105,0.6357,29896721,1852,0.3643,82067869
2013年03月,台東縣,8383800,3,0.8032,2054735,376,0.1968,10438535
2013年03月,花蓮縣,82698000,19,0.8711,12241587,595,0.1289,94939587
2013年03月,基隆市,10784284,17,0.6041,7067263,390,0.3959,17851547
2013年03月,新竹市,582624891,132,0.9625,22678148,1768,0.0375,605303039
2013年03月,嘉義市,2414880,4,0.3549,4390135,664,0.6451,6805015
2013年03月,澎湖縣,1378000,1,0.4115,1970917,278,0.5885,3348917
2013年03月,金門縣,679200,2,0.3818,1099745,177,0.6182,1778945
2013年03月,連江縣,0,0,0,422183,59,1,422183
2013年03月,合計,7017781696,3472,0.8323,1414499475,83452,0.1677,8432281171
2013年02月,新北市,150646226,224,0.4835,160898560,14350,0.5165,311544786
2013年02月,台北市,18252560,25,0.5827,13070807,1860,0.4173,31323367
2013年02月,桃園市,973960577,743,0.8391,186769673,6819,0.1609,1160730250
2013年02月,台中市,711689393,390,0.8262,149673955,10894,0.1738,861363348
2013年02月,台南市,954562693,419,0.8716,140614220,11212,0.1284,1095176913
2013年02月,高雄市,957876601,491,0.8986,108034614,6257,0.1014,1065911215
2013年02月,宜蘭縣,75892372,64,0.814,17342770,1327,0.186,93235142
2013年02月,新竹縣,388663379,210,0.9119,37526830,1469,0.0881,426190209
2013年02月,苗栗縣,311045402,143,0.9168,28211869,1319,0.0832,339257271
2013年02月,彰化縣,219916868,252,0.627,130805194,16215,0.373,350722062
2013年02月,南投縣,42592120,84,0.6805,19995537,1110,0.3195,62587657
2013年02月,雲林縣,152908000,82,0.8562,25687593,2400,0.1438,178595593
2013年02月,嘉義縣,28545420,60,0.4897,29750259,2075,0.5103,58295679
