round_epochs,val_loss,loss,lr,activation,batch_size,dropout,layer_1_node,layer_2_node,layer_3_node,losses,lr_reduce_rate
216,0.0012501505358765523,0.0002223283705784652,7.29e-07,relu,16,0.0,400,50,50,mean_squared_error,0.3
222,0.0015585085428837272,0.0008222590098331604,1.0000001e-24,relu,16,0.0,200,100,50,mean_squared_error,0.001
231,0.001346679585468438,0.00040216563710858725,1e-15,relu,16,0.0,200,50,200,mean_squared_error,0.01
189,0.0018936542328447104,0.0020183336235962903,1.0000001e-31,relu,16,0.1,200,100,100,mean_squared_error,0.0001
155,0.004317312656591336,0.002829855261152941,1.0000001e-23,relu,16,0.1,400,50,200,mean_squared_error,0.0001
171,0.001688329386524856,0.0010455905694102526,1.0000001e-19,relu,16,0.0,100,50,50,mean_squared_error,0.0001
199,0.0018770852281401555,0.0020719022327610453,1.0000001e-24,relu,16,0.1,300,200,100,mean_squared_error,0.001
200,0.0011975400330912736,0.00038432707626378376,1.0000001e-10,relu,16,0.0,400,200,50,mean_squared_error,0.1
141,0.002505712780273623,0.0026587761845729804,1.0000001e-23,relu,16,0.1,50,200,50,mean_squared_error,0.0001
206,0.0012928281858977345,0.0009480090985927626,1e-15,relu,16,0.1,200,200,200,mean_squared_error,0.01
230,0.0015991455357935694,0.001265225105489549,1e-17,relu,16,0.1,50,100,50,mean_squared_error,0.01
228,0.0013398227230128315,0.0005131345779005427,1.0000001e-24,relu,16,0.0,200,50,200,mean_squared_error,0.001
208,0.0017724593376947774,0.000975473098111603,1e-15,relu,16,0.1,50,100,200,mean_squared_error,0.01
182,0.0014473548572924403,0.0006765613670212818,1e-15,relu,16,0.0,200,200,50,mean_squared_error,0.01
189,0.0018800626922812727,0.0013379961102794728,1.0000001e-09,relu,16,0.1,50,50,100,mean_squared_error,0.1
248,0.0014979001910736163,0.0005869365371966799,3.90625e-06,relu,16,0.1,100,100,100,mean_squared_error,0.5
192,0.001796656521037221,0.00023130798410273207,7.8125e-06,relu,16,0.0,50,200,100,mean_squared_error,0.5
266,0.0014703035509834688,0.0007429339714795119,3.90625e-06,relu,16,0.1,400,50,50,mean_squared_error,0.5
199,0.0017065012879255745,0.000671048225969877,1.0000001e-21,relu,16,0.0,50,200,50,mean_squared_error,0.001
238,0.0015047196195357377,0.001094010141765194,6.561e-08,relu,16,0.1,50,200,50,mean_squared_error,0.3
191,0.0016379607582671775,0.0013314604046943124,1.0000001e-09,relu,16,0.1,400,50,50,mean_squared_error,0.1
245,0.0014491206707639827,0.0004267274493473434,3.90625e-06,relu,16,0.1,100,200,200,mean_squared_error,0.5
201,0.001816196884546015,0.0005586884840213146,1.0000001e-09,relu,16,0.0,50,100,50,mean_squared_error,0.1
231,0.0013785473743660583,0.0010852496015673905,1.0000001e-10,relu,16,0.1,400,200,50,mean_squared_error,0.1
248,0.0012812656221083468,0.0011264266217028797,6.561e-08,relu,16,0.1,300,50,50,mean_squared_error,0.3
